0;@Kaepernick7  just wanted to express some positivity you're way. It takes guts to stand up for what you believe in, esp in the NFL. Do work!
1;@Kaepernick7  quiet jerk with a pea brain. You only play a game of football...politics you are a zero.....
1;@Kaepernick7  i hope you can get over your oppression, you poor thing. You have such a hard life. How do you deal with all the oppression?
0;@Kaepernick7 . Young brother I got your back. I am a Vietnam disabled veteran and I understand your right to protest and I know it's not real
1;@kaepernick7   @nessnitty  standing up for what is right is putting your big paycheck to good use. Helping the oppressed. Your words are 0.
1;@Kaepernick7  if you don't like the USA that much pack your shit and leave.
0;@Kaepernick7  You are not alone! Stand strong Colin! There are lots of us who support you!  #BeBrave pic.twitter.com/5HJXylYPdr
1;@Kaepernick7  an ungrateful coward! Adopted n raised by white parents! Where is the crazy mother that gave life?  https://twitter.com/sheriffclarke/status/769678191858360320  …
0;@Kaepernick7  Thanks Colin you speak for the ancestors Malcolm X John Henrik Clarke Dr Ben Kwame Ture and others
0;@Kaepernick7  You earned the platform with your performance. Push YOUR cause, n tell Elway your resume of playoff wins means no pay cut.  #USA
1;@Kaepernick7  Ur irrelevant anyway go collect the rest of ur money and fade into the sunset.  #disgraceful
1;@Kaepernick7  I pray you lose both of your legs so you have a reason not to stand for the National Anthem
0;@Kaepernick7  showing respect to the flag that represents all the lives that were given to afford you the blessings you currently experience,
1;@Kaepernick7  You've gone completely of the rails. Freedom is what allows you to act like a moron... Don't disrespect that freedom.  #standup
0;@Kaepernick7  Twitter is proving you right. Thank you for taking a stance!  #iamwithkaepernick
1;@Kaepernick7  I served for 21 years in the military and had to do things I didn't agree with. Pull head out of ass and stand up for  #america
0;@Kaepernick7  Think of the men and women risking their lives for our freedom so you can play the sport u love!
0;@Kaepernick7  we with you Kap. As long as you sit, we stand with you.  #SitWithKap   #StandWithkap
1;@Kaepernick7  I hope the "change" you get is traded to a different team! Quit listening to MSM. The REAL A.A. problems are black on black!
0;@Kaepernick7  i respect what u did bro. Finally somebody had the guts to take a stand and you will be blessed for that
0;@Kaepernick7  never liked you but now I do lol  https://twitter.com/iamkaseii/status/770026114844688384  …
0;@Kaepernick7  not that he was right to not stand during the anthem, just pointing it out
0;@Kaepernick7  everything you are and have is bc of this country.  @NFL   @49ers     https://twitter.com/callisto1947/status/769906743652462596  …
0;@Kaepernick7  thanx for the follow Listen to LOW LOW by kdotmmg  #np  on  #SoundCloud https://soundcloud.com/kdotmmg/low-low
0;@Kaepernick7  Thousands of people, black, white, Hispanic etc. died on 9-11 for the US. You Stand when the Anthem is sung. Period. No Excuses
0;@Kaepernick7  God knows your heart... Only Christ is truly worthy of our  #Pledge  of  #Allegiance ... https://twitter.com/loumoore12/status/769586882170785792  …
1;@Kaepernick7   #HypocriteColinKaepernick , give up your white American multi-million-$ salary Y did they hire U if USA so racist?
1;@Kaepernick7  your head is in the wrong place. Before you know it, you're gonna be out of this league. Also, get a haircut.
0;@Kaepernick7  hey darlin...the Robinson family support & stand with you! We totally agree with ur view! Keep standing 4 what you believe n!
1;@Kaepernick7  You are no role model, you are a POS that I just told my son to throw out your Jersey. Leave the country if you hate it.
0;@Kaepernick7  respect man, too many athletes & people in the spotlight are scared to speak out for what's right
1;@Kaepernick7  why do you still live in America then?!
0;@Kaepernick7  This govt is more about money than justice for families of those slain by police, those KIA or vets.  #VeteransForKaepernick
1;@Kaepernick7  You must be too stupid to realize that America is the reason you even have a voice or ability to make millions playing a game
1;@Kaepernick7  This is a man that earned respect and honor!  You have neither & deserve neither!  #ShameOnYou   #Fail pic.twitter.com/GPHKcQeMdE
0;@Kaepernick7  Sometimes one needs to be bold, sometimes one needs to be beautiful. Be bold. Be beautiful. Be you. Always be you.  #Respect
1;@Kaepernick7  my son is at Basic Training to become an Infantryman to fight for your right to not stand for the Nat. Anthem.  #disgraceful
1;@Kaepernick7  Colin are you still here? Why don't you leave the US and come back when you can stand for America. Safe Travels. God Speed
1;@Kaepernick7  wish this guy was in your body for 1 day and u in his USA is great without you take ur money and leave pic.twitter.com/fEJuVnvEaa
0;@Kaepernick7  You're sending an important message the wrong way. Men and Women, of all ethnicity's, have died to let us stand for the anthem.
0;@Kaepernick7    #EnoughIsEnough  We the people any race, but especially people of color cannot Stand for a country of suppression"  @ninaturner
1;@Kaepernick7  the door swings both ways.  You can leave if you don't love our country or its flag.  No one will be heartbroken.
1;@Kaepernick7  is not a good football player anymore. I really wish he would find some balance between protesting and practicing.
0;@Kaepernick7  what you did took guts and was brave. Thanks for speaking up even when it makes you a target for those without ears to hear.
1;@Kaepernick7  yeah quit football and devote all your time to your cause. i bet a million dollars you would not do that. u aint ALI !! Great
1;@Kaepernick7  CK, Baltimore is begging4more police protection in Baltimore. Lets see where U carry your balls, not your footballs. Be a cop.
1;@Kaepernick7  Here you go. Wanna be oppressed sunshine. Go bury your head you disrespectful S.O.B.  #ColinKaepernick pic.twitter.com/2YG7RGG7Fr
0;@Kaepernick7  ...w/your protest, but you have the right and I will stand with you all day long to presesrve it. Threats go WAY too far!!
0;@Kaepernick7  THANK YOU. your insightful speech brought tears to my eyes. I hope ur 3 parents are as proud as I feel https://twitter.com/TheTylt/status/771128005318078464  …
1;@Kaepernick7  dude grow up. You make millions of dollars . And in return your spitting back immaturity https://twitter.com/edwerderespn/status/770001379033288704  …
0;@Kaepernick7  Learn from Jehovah's Witnesses.  Stand out of respect....you don't have to sing the anthem or recite the pledge of allegiance.
1;@Kaepernick7  I am so disgusted by your racism & lack of respect for our    & a country that lets you get overpaid to play a game. #Spoiled
1;@Kaepernick7  you look real oppressed sitting there making millions, clowns like you are what's wrong with our country
0;@Kaepernick7  You have my full support in this matter of the national anthem ty for your courage
1;@Kaepernick7  just want to say Fuck you! Ty America! pic.twitter.com/FgPMC3CtZa
0;@Kaepernick7  I will be sitting down during the NatAnt from now on thanks to your courageous effort.   ️ respect.
1;@Kaepernick7  converted to Islam athe beheading people.raping people...now it is clear....i want nothing to do with u please move to mid east
1;@Kaepernick7  Needs to be cut ASAP... No excuse for Not showing respect to the country who gives you millions. He's far from oppressed.
0;@Kaepernick7  Lots of folks saying Anthem is abt troops/veterans.. that is absolute hogwash, anthem is NOT about the troops. it is abt USA.
1;@Kaepernick7   @49ers   @NFL  remember actions have consequences!  #Boycott49ers   #BoycottNFL   #LeaveColin
1;@Kaepernick7  you mean the country that gives you the freedom to make millions playing a game? You poor oppressed man.
1;@Kaepernick7  Maybe you should try the CFL, or possibly join Isis. They hate America also
1;@Kaepernick7  You ran a play that got her raped by your 2 friends right?   @NFL   @FoxNews   http://www.usatoday.com/story/sports/nfl/niners/2014/04/10/colin-kaepernick-investigation/7550297/  … https://twitter.com/breakingnewspbc/status/769547032180776960  …
1;@Kaepernick7  is a disrespectful anti-American -leave this country, leave the  #NFL  and go volunteer for   His cause https://twitter.com/sect312sports/status/769617440292630528  …
0;@Kaepernick7  You have shown the highest level of integrity of any Black Male athlete in this generation by taking this position!
1;@Kaepernick7  Care to address this? I'd love to hear your thoughtful response to someone real. But you won't. https://twitter.com/jaketapper/status/769991944697212928  …
1;@Kaepernick7     we get it you're just practicing your role on the 49ers this year
1;@Kaepernick7  that Anthem and Flag means a hell of a lot more than politics! You know like freedom to play football for a living!  #idiot
