0;@MELANIATRUMP  don't you worry about what anybody has to say, you did a great job and you spoke from the heart. Don't ever stop doing that.
1;@MELANIATRUMP  imma let you finish, but  @FLOTUS  had one of the greatest speeches of all time
1;@MELANIATRUMP  Donald Speech: My fellow Americans, ask not what your country can do for you, ask what you can do for your country.  #Original
0;@MELANIATRUMP  Exactly right! Ignore the media and move forward. You'll be a great First Lady!
1;@MELANIATRUMP  *copy, paste* OKAY speech is written! Let's go!
1;@MELANIATRUMP  you barely know how to speak English so how did you come up with that speech all by yourself?
1;@MELANIATRUMP  Oh look, a white republican stealing intellectual property from black people without giving credit. Shocker, there.
0;@MELANIATRUMP    @realDonaldTrump   You have more integrity in one of your strands of hair than Hillary has in her whole body.  Love you both !
0;@MELANIATRUMP  Great Job tonight at  #gopconvention . Can't wait until you move in to 1600 Pennsylvania Avenue!
1;@MELANIATRUMP  Someone needs to take responsibility for this clear  #plagarism
0;@MELANIATRUMP   @realDonaldTrump   Incredible speech by our next First Lady!! Delivered with such intelligence and class!  #TrumpPence
1;@MELANIATRUMP    Delete your life
1;@MELANIATRUMP   #RNCinCLE   #plagiarism  how the hell did you think you'd ever get away with this?!  @mulaney   @nickkroll pic.twitter.com/n4cLBOCoJ1
0;@MELANIATRUMP  speech was more than the apparent  #plagiarism  . The words coming from her are more genuine coming from  @MichelleObama .
1;@MELANIATRUMP  speech is yet another example of racial appropriation by whites: come up with your own speech instead of swiping from  @FLOTUS
1;@MELANIATRUMP  please never return to Slovenia   we don't want you & your grandpa Donald here
1;@MELANIATRUMP  Fact checkers are your friend. Students use them, you should, too. pic.twitter.com/MWMwue0GcZ
0;@MELANIATRUMP  You were awesome and elegant! I'm proud you will be our first lady!
1;@MELANIATRUMP  you are a stupid ***** and you copy other 1st ladies speeches so you can be smart, just stop!!
1;@MELANIATRUMP  Probably "thank God I'm not Melania"!
1;@MELANIATRUMP  did you really think that the people wouldn't realize about the speech? Be careful
1;@MELANIATRUMP  ....poor black  #DonaldTrump  's 3rd wife in the $2100 dress trying to recite  #MicheleObama pic.twitter.com/lXYhF9uleD
0;@MELANIATRUMP  Loved hearing the story of ur family! Wish didn't happen to u! U did a beautiful job! ppl try to distract-powerful convention!
1;@MELANIATRUMP  YOU WILL NEVER EVER BE HER SO STOP TRYING TO STEAL HER LIFE BITCH..!   #MelaniaTrumpQuotes     https://twitter.com/Niggativities/status/755533995711033344  …
1;@MELANIATRUMP  No original thoughts here, move along to the next GOP stepford wife
1;@MELANIATRUMP  Speech Grade             (well Michelle's): 1) Delivery - 8 2) Substance - 8 2) Originality - 0
0;@MELANIATRUMP   @realDonaldTrump  # Melania we love you!  Excellent speech and yr going 2 make a great 1st Lady!Stay strong your 1 amazing lady
1;@MELANIATRUMP  lol at the black people supporting Melania when she literally hates black people.
0;@MELANIATRUMP  Your speech was so uplifting,hopeful & genuine! My father was from Slovenia. We want to hear more of you!  #FLOTUS   #Inspired
0;@MELANIATRUMP  did not steal  @MichelleObama  speech. Melania wrote it all herself  #RNCinCLE pic.twitter.com/8R0kwWSTpw
1;@MELANIATRUMP  Next time  http://Turnitin.com    is a great source to make sure u don't plagiarize again. APA citation too  #melaniatrump
1;@MELANIATRUMP  how do you sleep at night knowing you and your hubby are the snakes you are?
1;@MELANIATRUMP  how long did it take you to rehearse what you are saying on TV  #DonaldTrumpnotfitforPOTUS  inclusion really?
1;@melaniatrump  Just say  #thankyou   #Michelle   2008. #BacktothePast
0;@MELANIATRUMP  is goals
0;@MELANIATRUMP  is just killing it tonight. More class in het little finger than entire left coalition has combined. A true  #FLOTUS  in waiting
1;@MELANIATRUMP  plagiarized from the same people her husband bashes in almost every speech.  #Jealous
0;@MELANIATRUMP  Please remember Melania, mostly, politicians are remembered more for their failures than successes.
0;@MELANIATRUMP  - Very much looking forward to your speech!  #ImWithYou   #TrumpPence16   @realDonaldTrump   #RNCinCLE   @EricTrump
1;@MELANIATRUMP  Feeling u were set-up/Wondering who assisted in assembling speech, especially who 1st noticed any similarities. Smells fishy!
1;@MELANIATRUMP  why tf you lying   https://twitter.com/barteria/status/755029935723466752  …
0;@MELANIATRUMP  you're beautiful, poised, and just what this country needs in the WH,  thank You for supporting  @realDonaldTrump  for  #POTUS !
0;@MELANIATRUMP  I think you do an outstanding job last night !  #MAGA  !
0;@MELANIATRUMP   I am truly sorry that people in the media, internet, and twitter are riping your speech that you made last night.
0;@MELANIATRUMP  turned to  @realDonaldTrump  as the delegates cheered for them after she spoke…  http://ift.tt/2a5BYAE  pic.twitter.com/lduupqO3UA
1;@MELANIATRUMP  Go back to where you came from! I was born here!
0;@MELANIATRUMP   @DanScavino  Wonderful job…beautiful and passionate. You inspire with your love of country and family.
0;@MELANIATRUMP  THANK YOU for an excellent speech from the heart! America needs you representing our country and helping children for next 8yr
0;@MELANIATRUMP  your speech inspiring. My parents instilled N me a great respect 4 people Those words are not unique.  #liberalmedia  bashing U
1;@MELANIATRUMP  Nice Speach  @MichelleObama !!!!! I remember hearing those words in person in my hometown 8 years ago..
0;@MELANIATRUMP  does not need to get anything from MO.  MO steals from America everyday All aboard  @The_Trump_Train https://twitter.com/MELANIATRUMP/status/725440383438716929  …
0;@MELANIATRUMP  giving Bob Dole a shout out!!!!  #RNC2016
1;@MELANIATRUMP  Your speech was horrible and don't let them lie to you! You stole whole speech from the classy  @FLOTUS  Give it up! Boring!!
0;@MELANIATRUMP  With your friend's statement, you prove a true friend and obviously had no intention to copy anyone. Much ado about nothing.
0;@MELANIATRUMP  What first attracted you to billionaire  @realDonaldTrump
0;@MELANIATRUMP  Best speech heard in a long time.  Brought tears to my eyes and made me feel proud to be an American again. Thank you!
1;@MELANIATRUMP  you look like a caged bird. Your eyes look dead.what have you sacrificed to be with this nasty man.Jeses have mercy on y soul
1;@MELANIATRUMP  I believe you are the dishonest one. Didn't you lie about your speech?
1;@MELANIATRUMP  "Donald is intensely loyal." Yeah? Tell that to his first two wives!  #RNCinCLE
0;@MELANIATRUMP  was terrific Clear distinction between soft sophistication vs  @HillaryClinton 's angry rants  #Trump2016 https://twitter.com/loudobbs/status/755364127938383872  …
0;@MELANIATRUMP  You did great. Let them chatter.hey are so pissed that you r smart. Having same values as someone else is  not a  crime
0;@MELANIATRUMP  your speech was awesome! I loved every word.You carried yourself with grace and dignity, and honored your parents  #lookinggood
0;@MELANIATRUMP  I'm not a supporter but these Libs on the media are a joke. Congratulations on your inspirational speech. This isn't news.
0;@MELANIATRUMP  has elegance, grace and class to be the perfect First Lady  @realDonaldTrump   #RNCinCLE https://twitter.com/andieiamwhoiam/status/755449391830306816  …
0;@MELANIATRUMP  is getting a lot of hate for something every politician has done from Joe Biden to Hillary her self have be know to reuse!!
1;@MELANIATRUMP  Don't worry, all you have to do is reference your work. I gotchu. pic.twitter.com/SGJE9UCQGP
1;@MELANIATRUMP   "..in some instances included fragments that reflected her own thinking."  They really put that in their statement!
0;@MELANIATRUMP  don't let liberal bullies in the media tear you down, I thought your speech was wonderful!!  @realDonaldTrump
1;@MELANIATRUMP  what utter rubbish! There wasn't even any real passion in that damn speech. Prehaps she can nick that too from Michelle!
0;@MELANIATRUMP  Melania! We People R SO Proud of U!Your speech was from the    with Class. You speak few political words- that carries meaning!
0;@MELANIATRUMP  Wonderful Inspiring Speech  #Melania  You expressed your pride for America better than any I have seen in the present admin. TX!
